Employee_ID,Region,Country,Department,Work_Type,Gender,Age,Tenure_Years,Salary_Band,eNPS,Safety_Culture,Cross_Border_Collab,Leadership_Trust,Work_Life_Balance,Career_Growth,Inclusion_Diversity,Operational_Stress,Fair_Compensation,Tech_Adequacy,Recognition,Environmental_Pride,Engagement,Job_Security,Managerial_Support,Ethical_Standards,Training_Quality,Communication_Clarity,Team_Cohesion,Retention_Intent,Open_Comments
MAR-01964,North America,USA,Logistics-Trucking,On-site,Female,36.5,12.5,Junior,4,4,3,3,4,4,5,3,4,2,3,5,3,3,4,4,3,3,2,3,
MAR-01965,North America,Canada,Maritime-Crew,Offshore/Vessel,Male,31.4,3.4,Junior,4,3,3,1,2,3,4,5,1,3,1,2,1,2,2,3,4,3,4,1,Safety incidents are sometimes underreported due to pressure to maintain schedules. This is a serious cultural issue that needs leadership attention. I do not feel my concerns are taken seriously.
MAR-01966,North America,USA,Sales/Customer Service,On-site,Male,43.5,18.5,Mid,4,3,2,4,3,3,4,2,4,3,3,4,4,4,3,2,3,4,3,2,
MAR-01967,South America,Argentina,Sales/Customer Service,On-site,Male,47.1,21.1,Junior,4,4,3,4,4,2,3,5,3,3,5,3,5,3,4,4,3,3,4,3,
MAR-01968,Central America,Panama,Maritime-Crew,Offshore/Vessel,Male,44.1,16.1,Senior,5,4,3,3,3,3,3,5,2,3,3,3,3,4,4,3,3,4,4,2,
MAR-01969,South America,Brazil,Sales/Customer Service,On-site,Female,29.6,4.6,Junior,4,4,5,4,2,3,3,4,3,3,4,4,3,4,3,3,3,4,4,3,
MAR-01970,South America,Chile,Sales/Customer Service,On-site,Female,29.3,2.3,Senior,3,2,5,2,4,3,3,3,3,4,2,3,2,3,2,3,4,3,4,4,"My direct manager is supportive, though upper leadership feels distant from daily operational realities. Training quality varies depending on location. Job security feels reasonable given current freight market conditions."
MAR-01971,North America,Mexico,Logistics-Trucking,On-site,Female,37.9,7.9,Mid,4,4,5,2,4,4,4,5,5,3,3,4,3,5,3,3,2,4,3,4,
MAR-01972,North America,USA,Logistics-Trucking,On-site,Female,28.4,1.4,Senior,2,4,3,2,3,3,3,4,4,4,3,3,2,4,3,4,3,4,4,5,
MAR-01973,Central America,Panama,Sales/Customer Service,On-site,Male,47.1,21.1,Junior,2,3,3,2,3,4,3,3,4,3,4,4,4,4,4,3,3,4,3,3,
MAR-01974,South America,Brazil,Logistics-Trucking,On-site,Male,39.7,17.7,Junior,5,4,3,3,2,3,4,4,2,4,3,4,5,4,4,3,4,3,4,3,
MAR-01975,North America,Canada,Sales/Customer Service,Remote,Female,43.3,14.3,Mid,3,4,2,3,4,4,4,3,3,4,4,4,4,3,3,2,3,4,3,4,
MAR-01976,South America,Colombia,Logistics-Trucking,On-site,Female,48.3,22.3,Mid,3,3,4,4,3,3,4,4,4,3,3,3,5,3,4,5,3,3,2,4,
MAR-01977,North America,USA,Operations-Ports,On-site,Male,29.2,3.2,Mid,3,2,3,4,2,2,4,3,3,3,5,3,3,4,3,2,2,3,2,2,
MAR-01978,North America,USA,IT,Remote,Male,42.0,18.0,Junior,3,4,4,4,3,3,3,3,4,4,3,4,3,3,4,4,3,3,4,3,
MAR-01979,South America,Colombia,Operations-Ports,On-site,Male,27.1,4.1,Mid,3,4,3,3,3,3,3,3,3,3,3,2,3,3,2,4,4,3,4,3,
MAR-01980,North America,Mexico,Maritime-Crew,Offshore/Vessel,Female,24.0,2.0,Junior,3,3,3,4,2,3,4,4,3,4,4,4,2,2,3,3,2,3,3,1,
MAR-01981,South America,Argentina,Logistics-Trucking,On-site,Male,33.8,3.8,Junior,4,3,4,4,2,3,4,3,4,3,4,3,5,2,4,3,4,4,3,3,
MAR-01982,North America,Canada,Sales/Customer Service,On-site,Female,49.8,23.8,Mid,3,4,4,3,3,3,3,3,4,4,2,3,2,5,4,3,4,5,2,3,
MAR-01983,South America,Brazil,Logistics-Trucking,Remote,Male,36.3,11.3,Mid,2,4,3,3,4,3,3,4,3,3,3,3,4,4,3,4,3,3,3,5,
MAR-01984,South America,Brazil,Logistics-Trucking,On-site,Female,29.7,1.7,Executive,5,5,3,4,4,3,4,4,5,4,3,4,3,3,4,4,3,3,2,3,
MAR-01985,South America,Brazil,Logistics-Trucking,On-site,Male,39.8,14.8,Junior,4,4,4,4,2,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,
MAR-01986,North America,USA,Maritime-Crew,Offshore/Vessel,Male,28.4,5.4,Mid,2,4,2,3,3,4,3,3,3,3,3,4,5,3,4,4,3,2,3,1,
MAR-01987,North America,Mexico,Logistics-Trucking,On-site,Male,30.7,0.7,Junior,3,3,2,3,2,3,3,4,4,5,3,5,3,3,3,2,3,2,2,2,
MAR-01988,Central America,Honduras,Maritime-Crew,Offshore/Vessel,Male,48.1,19.1,Junior,4,2,3,4,2,3,4,5,3,4,3,3,3,3,2,4,3,2,3,2,
MAR-01989,North America,Canada,Operations-Ports,On-site,Female,29.3,4.3,Mid,3,4,3,3,3,4,3,4,3,4,2,4,3,3,3,3,3,4,3,4,"My direct manager is supportive, though upper leadership feels distant from daily operational realities. Training quality varies depending on location. Job security feels reasonable given current freight market conditions."
MAR-01990,South America,Brazil,Operations-Ports,On-site,Female,52.6,23.6,Senior,4,3,4,4,3,2,3,4,2,3,3,2,3,4,3,3,2,3,2,4,
MAR-01991,Central America,Honduras,Maritime-Crew,Offshore/Vessel,Male,45.0,15.0,Executive,5,3,3,4,3,5,5,3,4,3,4,4,4,4,3,3,4,3,5,2,
MAR-01992,North America,Mexico,IT,Remote,Male,25.6,2.6,Senior,3,3,2,2,5,2,5,3,3,4,2,4,3,3,3,4,4,4,3,2,
MAR-01993,South America,Peru,IT,On-site,Male,30.8,5.8,Junior,3,2,3,3,2,4,3,2,4,3,2,3,5,4,2,3,3,4,4,4,
MAR-01994,South America,Chile,Logistics-Trucking,On-site,Female,42.5,15.5,Junior,4,3,4,3,3,4,3,3,4,3,3,4,5,4,3,3,3,4,3,4,
MAR-01995,South America,Peru,Operations-Ports,On-site,Male,36.8,8.8,Senior,3,5,4,3,3,5,3,3,4,4,3,3,3,3,4,4,4,3,4,2,
MAR-01996,North America,Canada,IT,Remote,Female,39.5,13.5,Mid,4,3,5,4,4,3,3,2,4,4,4,4,3,3,4,3,2,3,4,3,
MAR-01997,North America,USA,Maritime-Crew,Offshore/Vessel,Female,48.1,20.1,Junior,4,3,4,3,2,3,4,4,3,3,3,4,3,3,4,4,3,3,3,3,
MAR-01998,North America,Canada,Operations-Ports,On-site,Male,44.9,19.9,Mid,2,2,3,3,2,4,3,2,3,3,2,4,4,4,2,4,3,3,4,3,
MAR-01999,North America,USA,Maritime-Crew,Offshore/Vessel,Male,46.6,17.6,Senior,4,3,3,4,3,3,4,5,3,3,3,3,3,3,4,4,4,4,4,3,
MAR-02000,North America,Mexico,Logistics-Trucking,On-site,Male,46.2,22.2,Senior,3,3,3,3,4,4,2,3,1,3,3,5,5,5,3,3,3,4,3,3,
MAR-02001,South America,Colombia,IT,On-site,Male,29.4,5.4,Mid,3,3,4,4,2,2,4,2,3,4,2,4,4,3,3,3,3,2,2,3,
MAR-02002,North America,Canada,Operations-Ports,Remote,Male,30.8,4.8,Executive,4,3,4,3,2,4,3,3,2,3,4,4,3,3,3,3,4,3,3,2,
MAR-02003,North America,USA,Logistics-Trucking,On-site,Male,47.1,20.1,Senior,4,3,3,4,3,3,4,3,2,4,3,5,3,3,4,3,4,4,2,2,
MAR-02004,North America,USA,Operations-Ports,On-site,Female,32.4,8.4,Junior,5,2,5,4,3,3,5,3,3,4,3,3,3,4,3,5,2,4,3,3,There are opportunities here but navigating them requires initiative. Safety culture is solid in my area; I cannot speak for all ports. Compensation is acceptable though not leading for the industry.
MAR-02005,North America,USA,Operations-Ports,On-site,Male,36.0,13.0,Junior,3,3,3,2,4,4,3,3,4,3,3,2,4,3,3,3,4,4,3,4,
MAR-02006,North America,USA,Maritime-Crew,Offshore/Vessel,Male,44.7,18.7,Mid,4,4,3,4,1,4,3,5,4,4,3,3,3,4,4,2,4,4,3,2,
MAR-02007,Central America,Panama,HR,Remote,Female,37.2,10.2,Mid,3,3,4,2,4,3,4,4,3,2,3,4,4,4,3,4,2,4,3,2,
MAR-02008,Central America,Panama,HR,Remote,Female,27.7,3.7,Senior,5,3,3,2,4,3,3,4,4,4,2,2,4,3,3,3,3,4,4,3,
MAR-02009,North America,Canada,Operations-Ports,On-site,Male,45.1,17.1,Senior,4,4,3,3,2,4,3,4,4,4,4,4,3,5,3,4,3,3,3,3,Management is well-intentioned but communication about strategic changes can lag. Benefits are competitive. I would recommend this company to others with realistic expectations about the industry pace.
MAR-02010,North America,USA,Maritime-Crew,Offshore/Vessel,Female,44.5,20.5,Junior,4,3,5,2,2,3,4,5,1,4,1,4,3,4,2,2,4,2,4,2,
MAR-02011,South America,Brazil,IT,Remote,Female,23.8,0.8,Senior,4,3,4,4,3,4,4,3,3,4,4,3,4,2,3,4,4,4,4,2,
MAR-02012,North America,Mexico,Maritime-Crew,Offshore/Vessel,Non-binary,39.3,14.3,Mid,4,4,4,4,1,4,4,4,3,4,4,4,3,3,4,4,5,3,3,3,
MAR-02013,North America,USA,Operations-Ports,Offshore/Vessel,Male,36.0,12.0,Mid,4,2,4,3,4,4,4,3,4,3,4,4,4,5,4,3,3,3,4,5,
MAR-02014,South America,Chile,Logistics-Trucking,Remote,Non-binary,34.9,6.9,Senior,3,3,4,4,5,3,4,4,4,4,3,5,3,4,3,2,3,4,3,3,
MAR-02015,Central America,Honduras,Maritime-Crew,Offshore/Vessel,Male,33.4,4.4,Mid,4,3,3,3,3,4,4,5,4,3,3,3,3,3,3,3,3,5,3,3,
MAR-02016,Central America,Costa Rica,Logistics-Trucking,On-site,Male,29.1,5.1,Mid,4,3,3,4,2,5,4,3,2,3,3,5,4,4,3,5,3,4,3,3,
MAR-02017,South America,Argentina,Maritime-Crew,Offshore/Vessel,Male,45.3,18.3,Junior,3,3,4,2,2,2,3,4,3,3,3,2,4,3,3,3,3,3,3,2,
MAR-02018,Central America,Panama,Logistics-Trucking,Remote,Male,35.6,13.6,Mid,3,2,4,4,4,3,4,4,3,3,3,3,4,3,3,4,3,3,3,3,
MAR-02019,South America,Argentina,IT,Remote,Female,50.5,24.5,Mid,2,3,5,2,4,3,4,3,5,4,4,4,5,4,3,3,4,4,2,3,
MAR-02020,South America,Peru,Maritime-Crew,Offshore/Vessel,Female,29.5,6.5,Mid,4,2,3,2,3,3,4,5,2,3,2,5,1,3,3,4,3,3,4,1,
MAR-02021,North America,USA,Sales/Customer Service,Remote,Male,45.9,23.9,Junior,4,3,3,1,3,4,2,3,1,3,3,3,1,4,3,4,3,4,2,1,
MAR-02022,South America,Peru,HR,On-site,Male,41.1,13.1,Mid,4,3,3,4,4,3,3,4,5,4,4,3,3,2,3,4,3,3,3,3,
MAR-02023,North America,USA,Operations-Ports,On-site,Male,29.1,4.1,Junior,3,3,4,3,3,4,3,3,4,2,4,2,3,5,2,4,4,3,3,3,
MAR-02024,North America,Canada,Operations-Ports,Remote,Male,30.1,4.1,Junior,3,3,4,3,4,4,4,4,3,2,4,5,4,4,3,4,4,4,4,4,
MAR-02025,South America,Peru,Operations-Ports,On-site,Male,38.4,15.4,Junior,3,4,3,3,3,4,3,2,2,4,3,2,3,4,4,3,4,4,3,3,
MAR-02026,South America,Argentina,IT,Remote,Male,49.9,20.9,Senior,3,4,3,3,4,4,4,3,4,4,3,3,3,5,4,2,4,3,4,3,There are opportunities here but navigating them requires initiative. Safety culture is solid in my area; I cannot speak for all ports. Compensation is acceptable though not leading for the industry.
MAR-02027,South America,Chile,Maritime-Crew,Offshore/Vessel,Male,42.8,18.8,Junior,3,4,4,3,3,4,4,4,3,4,2,3,4,3,3,4,3,4,4,3,
MAR-02028,North America,Canada,Logistics-Trucking,Remote,Male,44.6,16.6,Mid,3,3,5,3,4,2,3,3,4,3,4,3,4,4,3,3,3,3,4,3,"Work schedules could be more predictable, especially during high-season port congestion. Recognition programs exist but feel inconsistent across departments. Better inter-regional communication would improve coordination."
MAR-02029,Central America,Guatemala,Sales/Customer Service,Remote,Female,26.7,4.7,Junior,5,3,4,4,3,3,3,4,3,3,4,5,2,3,4,3,3,2,3,3,
MAR-02030,Central America,Costa Rica,Maritime-Crew,Offshore/Vessel,Male,25.2,3.2,Mid,4,3,3,3,3,2,3,4,3,4,4,4,4,2,3,3,5,4,2,2,There are opportunities here but navigating them requires initiative. Safety culture is solid in my area; I cannot speak for all ports. Compensation is acceptable though not leading for the industry.
MAR-02031,North America,USA,Operations-Ports,On-site,Male,28.5,0.5,Senior,4,4,3,4,3,3,4,4,4,3,4,4,4,3,4,4,3,4,2,3,
MAR-02032,South America,Argentina,Maritime-Crew,Offshore/Vessel,Male,25.0,3.0,Junior,4,5,3,2,2,3,4,5,3,4,4,3,3,2,4,3,3,4,2,3,
MAR-02033,North America,Mexico,Maritime-Crew,Offshore/Vessel,Male,49.3,19.3,Junior,4,3,3,3,1,2,2,3,2,4,3,3,5,4,4,3,4,5,4,3,
MAR-02034,North America,Canada,Operations-Ports,On-site,Male,52.4,22.4,Junior,5,4,4,4,4,2,3,3,4,4,4,3,4,4,4,3,2,3,3,4,
MAR-02035,North America,USA,Operations-Ports,Offshore/Vessel,Female,35.4,6.4,Mid,4,4,5,4,4,3,3,3,4,3,3,3,3,4,4,3,4,4,3,3,
MAR-02036,North America,Mexico,Operations-Ports,On-site,Female,49.0,20.0,Junior,3,4,4,2,3,2,4,3,3,3,4,4,4,5,4,2,4,3,3,3,
MAR-02037,South America,Peru,HR,On-site,Female,30.4,5.4,Mid,4,4,2,2,5,5,1,5,2,2,1,5,2,3,4,4,3,3,4,1,
MAR-02038,North America,USA,Operations-Ports,On-site,Male,31.6,6.6,Junior,2,3,3,3,2,4,4,3,3,3,3,3,3,3,3,4,3,5,4,4,There are opportunities here but navigating them requires initiative. Safety culture is solid in my area; I cannot speak for all ports. Compensation is acceptable though not leading for the industry.
MAR-02039,South America,Chile,HR,Remote,Male,32.0,6.0,Mid,3,3,3,3,2,4,3,3,4,3,4,4,3,4,2,4,4,3,3,3,"Work schedules could be more predictable, especially during high-season port congestion. Recognition programs exist but feel inconsistent across departments. Better inter-regional communication would improve coordination."
MAR-02040,North America,Canada,Logistics-Trucking,On-site,Male,31.8,1.8,Mid,3,4,2,3,3,5,4,4,4,2,5,3,4,4,4,4,4,3,3,3,Management is well-intentioned but communication about strategic changes can lag. Benefits are competitive. I would recommend this company to others with realistic expectations about the industry pace.
MAR-02041,Central America,Costa Rica,Maritime-Crew,Offshore/Vessel,Female,29.3,5.3,Junior,3,4,4,4,2,3,4,3,3,4,4,3,4,3,4,3,3,4,5,2,"IT systems are adequate but aging in some operational areas. Career growth discussions happen but follow-through on promised timelines is uneven. The team is good, though cross-border alignment can be slow."
MAR-02042,South America,Colombia,Maritime-Crew,Offshore/Vessel,Female,34.7,9.7,Senior,3,3,5,3,2,3,3,3,4,4,3,4,2,2,2,3,3,3,4,4,
MAR-02043,North America,USA,Maritime-Crew,On-site,Male,36.4,10.4,Senior,4,3,3,4,3,4,3,4,4,3,4,4,4,2,3,3,3,2,3,4,
MAR-02044,Central America,Guatemala,Logistics-Trucking,On-site,Male,36.1,8.1,Junior,4,3,3,4,3,3,4,4,4,4,4,3,4,3,4,3,3,3,3,3,"My direct manager is supportive, though upper leadership feels distant from daily operational realities. Training quality varies depending on location. Job security feels reasonable given current freight market conditions."
MAR-02045,South America,Argentina,Operations-Ports,Remote,Male,39.1,13.1,Senior,5,4,3,3,4,5,4,2,4,4,5,3,3,4,4,3,4,2,2,4,
MAR-02046,Central America,Panama,Operations-Ports,On-site,Male,39.8,9.8,Mid,4,4,4,3,4,3,3,3,4,3,2,3,3,3,4,4,2,4,5,3,
MAR-02047,Central America,Guatemala,Logistics-Trucking,On-site,Female,51.3,24.3,Mid,3,3,3,3,5,3,3,3,3,2,4,3,4,4,3,4,4,4,3,5,
MAR-02048,South America,Colombia,IT,Remote,Male,44.3,20.3,Mid,4,3,3,3,4,3,5,2,4,3,5,3,5,4,3,4,3,3,4,4,Leadership communicates openly about company direction and challenges. Compensation feels fair given my experience and contributions. I appreciate the flexibility offered for administrative staff.
MAR-02049,South America,Peru,Maritime-Crew,Offshore/Vessel,Male,50.3,23.3,Senior,4,4,4,4,1,4,3,4,3,3,4,2,4,3,3,3,3,4,3,2,
MAR-02050,North America,Canada,Maritime-Crew,Remote,Female,41.2,14.2,Junior,3,3,4,3,3,2,3,5,4,3,3,4,4,2,3,4,4,4,5,2,
MAR-02051,South America,Brazil,Operations-Ports,On-site,Male,39.1,17.1,Senior,3,4,4,3,3,3,5,3,3,4,3,4,2,4,4,4,3,4,3,4,
MAR-02052,North America,USA,Maritime-Crew,Offshore/Vessel,Male,32.6,4.6,Senior,4,2,3,3,2,3,3,5,3,4,3,2,4,4,3,4,3,3,4,3,
MAR-02053,North America,Mexico,Operations-Ports,Remote,Male,42.9,18.9,Junior,3,4,3,4,4,2,3,3,5,3,4,2,3,4,4,2,3,4,5,4,
MAR-02054,North America,USA,Operations-Ports,On-site,Male,28.3,6.3,Junior,4,3,2,3,3,4,3,4,3,3,4,4,4,4,3,4,3,4,4,2,"Work schedules could be more predictable, especially during high-season port congestion. Recognition programs exist but feel inconsistent across departments. Better inter-regional communication would improve coordination."
MAR-02055,South America,Chile,Maritime-Crew,Offshore/Vessel,Male,26.1,4.1,Senior,2,3,4,3,2,3,2,5,4,4,3,2,3,2,4,3,4,4,3,2,There are opportunities here but navigating them requires initiative. Safety culture is solid in my area; I cannot speak for all ports. Compensation is acceptable though not leading for the industry.
MAR-02056,Central America,Costa Rica,Maritime-Crew,Offshore/Vessel,Male,27.5,1.5,Junior,4,3,4,3,2,3,4,3,5,3,3,5,4,4,4,5,4,3,3,3,"IT systems are adequate but aging in some operational areas. Career growth discussions happen but follow-through on promised timelines is uneven. The team is good, though cross-border alignment can be slow."
MAR-02057,North America,Mexico,Operations-Ports,On-site,Female,35.1,12.1,Senior,4,5,4,1,2,3,3,3,4,4,4,2,3,3,4,3,4,2,2,3,
MAR-02058,North America,Mexico,Maritime-Crew,Offshore/Vessel,Female,30.5,7.5,Senior,4,4,2,2,3,3,4,5,4,3,4,5,3,3,4,2,3,3,2,2,There are opportunities here but navigating them requires initiative. Safety culture is solid in my area; I cannot speak for all ports. Compensation is acceptable though not leading for the industry.
MAR-02059,South America,Brazil,Maritime-Crew,Offshore/Vessel,Male,49.7,24.7,Mid,2,3,4,3,2,3,5,5,4,3,3,4,4,3,3,3,2,3,4,4,"My direct manager is supportive, though upper leadership feels distant from daily operational realities. Training quality varies depending on location. Job security feels reasonable given current freight market conditions."
MAR-02060,North America,Mexico,Operations-Ports,On-site,Female,34.6,6.6,Mid,4,3,3,5,3,3,5,3,3,4,3,4,4,2,4,3,3,3,3,4,
MAR-02061,North America,Canada,Logistics-Trucking,On-site,Male,50.7,21.7,Junior,4,4,3,3,3,3,3,4,3,3,4,3,5,4,4,4,4,3,4,2,"Work schedules could be more predictable, especially during high-season port congestion. Recognition programs exist but feel inconsistent across departments. Better inter-regional communication would improve coordination."
MAR-02062,South America,Peru,HR,On-site,Female,36.3,8.3,Senior,1,4,4,4,4,3,3,4,3,3,4,4,3,3,3,3,5,3,4,2,
MAR-02063,South America,Peru,Maritime-Crew,Offshore/Vessel,Male,48.9,18.9,Junior,5,3,3,3,1,3,2,5,4,3,2,3,4,2,3,4,4,3,4,3,
MAR-02064,North America,Mexico,Logistics-Trucking,On-site,Male,44.7,16.7,Mid,3,4,4,4,4,3,2,4,3,3,4,4,3,4,4,4,3,2,5,3,"IT systems are adequate but aging in some operational areas. Career growth discussions happen but follow-through on promised timelines is uneven. The team is good, though cross-border alignment can be slow."
MAR-02065,Central America,Guatemala,Operations-Ports,On-site,Male,39.3,14.3,Mid,2,3,4,4,3,3,3,4,4,4,4,2,4,4,3,3,3,3,5,4,Leadership communicates openly about company direction and challenges. Compensation feels fair given my experience and contributions. I appreciate the flexibility offered for administrative staff.
MAR-02066,South America,Chile,Sales/Customer Service,Remote,Male,40.7,10.7,Executive,4,3,3,3,3,2,4,4,2,3,4,4,3,4,3,3,3,3,4,3,
MAR-02067,South America,Colombia,HR,Remote,Female,46.9,16.9,Junior,4,3,4,3,4,3,4,4,3,3,4,3,3,3,4,4,4,3,3,2,
MAR-02068,North America,USA,IT,Remote,Male,34.5,10.5,Senior,4,4,3,3,4,4,4,4,4,4,3,3,3,3,4,4,3,3,3,3,
MAR-02069,North America,Mexico,Operations-Ports,On-site,Male,42.9,13.9,Mid,4,3,3,4,4,3,4,4,5,3,3,3,4,3,4,3,4,3,2,4,
MAR-02070,North America,Canada,Maritime-Crew,Offshore/Vessel,Male,37.0,15.0,Junior,2,3,3,3,2,3,4,4,5,3,3,2,4,2,2,2,4,4,3,3,
MAR-02071,Central America,Costa Rica,Sales/Customer Service,On-site,Male,30.1,7.1,Senior,2,3,4,3,4,2,3,4,4,4,4,3,3,5,3,2,4,3,5,5,
MAR-02072,South America,Peru,Maritime-Crew,Offshore/Vessel,Female,37.8,8.8,Junior,3,4,2,4,1,2,3,5,2,3,2,3,3,2,4,4,4,3,4,2,
MAR-02073,North America,Canada,Maritime-Crew,Offshore/Vessel,Female,29.9,0.9,Junior,3,4,3,3,3,4,3,5,3,3,3,2,4,3,4,3,3,4,2,2,
MAR-02074,South America,Brazil,Maritime-Crew,Offshore/Vessel,Male,48.4,21.4,Senior,4,4,3,3,1,3,4,5,3,3,3,2,5,3,4,4,4,4,3,3,Management is well-intentioned but communication about strategic changes can lag. Benefits are competitive. I would recommend this company to others with realistic expectations about the industry pace.
MAR-02075,South America,Colombia,Maritime-Crew,Offshore/Vessel,Male,48.0,19.0,Junior,4,5,3,2,1,2,3,4,3,4,4,3,3,5,4,4,3,3,5,2,
MAR-02076,South America,Peru,Maritime-Crew,Offshore/Vessel,Male,34.0,5.0,Junior,4,2,3,3,2,3,3,4,3,3,3,3,3,2,3,3,3,3,5,3,
MAR-02077,South America,Chile,Sales/Customer Service,Remote,Male,32.4,9.4,Mid,2,4,4,4,3,3,3,4,5,3,2,3,3,3,4,4,3,3,3,2,"Work schedules could be more predictable, especially during high-season port congestion. Recognition programs exist but feel inconsistent across departments. Better inter-regional communication would improve coordination."
MAR-02078,Central America,Panama,HR,On-site,Male,34.8,10.8,Mid,4,3,3,3,4,3,4,4,3,1,3,4,3,4,3,3,3,4,3,5,
MAR-02079,North America,Mexico,Sales/Customer Service,Remote,Male,36.7,8.7,Senior,3,4,3,4,4,3,4,4,4,3,3,3,4,3,4,2,3,3,3,2,
MAR-02080,South America,Argentina,Sales/Customer Service,Remote,Female,44.1,20.1,Junior,3,4,4,2,3,4,4,4,4,3,4,4,4,4,4,3,4,2,3,4,
MAR-02081,South America,Brazil,Operations-Ports,On-site,Male,41.3,18.3,Junior,4,3,2,3,3,3,3,2,2,3,3,3,3,4,4,4,3,3,4,3,
MAR-02082,North America,USA,Logistics-Trucking,On-site,Male,46.3,19.3,Junior,4,4,4,3,3,3,3,3,2,5,5,3,5,4,5,3,3,3,4,5,
MAR-02083,South America,Peru,Operations-Ports,On-site,Male,45.7,22.7,Mid,3,2,4,3,4,3,3,3,4,2,4,4,3,4,2,3,3,3,5,2,
MAR-02084,North America,USA,Logistics-Trucking,On-site,Female,38.1,15.1,Mid,4,3,3,2,2,3,3,4,3,4,3,3,3,4,3,3,4,3,2,4,
MAR-02085,North America,Canada,Operations-Ports,On-site,Male,38.6,15.6,Junior,3,2,3,2,3,3,3,3,4,3,3,3,4,2,3,3,3,3,3,3,
MAR-02086,North America,Mexico,Maritime-Crew,Offshore/Vessel,Male,43.2,18.2,Senior,4,4,2,4,3,2,4,5,2,4,3,4,3,4,3,3,3,4,3,4,
MAR-02087,South America,Chile,IT,Remote,Male,45.2,17.2,Executive,4,2,3,3,3,3,4,4,4,5,3,4,3,5,3,5,5,3,4,4,
MAR-02088,Central America,Costa Rica,Operations-Ports,On-site,Male,48.8,21.8,Senior,3,3,4,2,4,4,3,4,1,3,2,4,3,4,3,3,4,3,3,3,
MAR-02089,North America,Mexico,Sales/Customer Service,On-site,Male,45.4,19.4,Junior,4,3,2,3,3,2,3,4,4,5,3,4,4,3,3,3,4,4,3,4,"Work schedules could be more predictable, especially during high-season port congestion. Recognition programs exist but feel inconsistent across departments. Better inter-regional communication would improve coordination."
MAR-02090,South America,Argentina,Operations-Ports,Remote,Non-binary,28.5,3.5,Mid,4,4,3,3,4,2,2,3,3,3,3,5,2,4,4,2,4,4,4,3,
MAR-02091,South America,Argentina,Maritime-Crew,Offshore/Vessel,Female,46.2,23.2,Senior,3,4,2,4,2,3,3,4,3,3,4,5,3,4,3,3,3,3,4,2,
MAR-02092,South America,Peru,Logistics-Trucking,On-site,Female,46.2,17.2,Junior,4,3,4,4,2,4,3,4,3,4,3,4,4,4,2,3,4,4,5,4,
MAR-02093,North America,Canada,Logistics-Trucking,On-site,Female,26.6,3.6,Senior,4,4,5,4,3,2,3,4,3,3,3,3,3,4,3,4,3,1,3,3,
MAR-02094,North America,Mexico,Maritime-Crew,Offshore/Vessel,Female,48.4,19.4,Senior,3,4,4,3,2,3,3,5,2,3,3,2,3,2,4,3,4,3,2,3,
MAR-02095,Central America,Honduras,Sales/Customer Service,On-site,Female,34.3,9.3,Junior,5,4,4,3,3,3,4,3,4,3,2,3,4,3,3,3,4,3,4,3,There are opportunities here but navigating them requires initiative. Safety culture is solid in my area; I cannot speak for all ports. Compensation is acceptable though not leading for the industry.
MAR-02096,South America,Argentina,Maritime-Crew,Offshore/Vessel,Male,46.2,20.2,Mid,4,3,3,4,3,3,3,4,4,3,4,4,4,4,4,3,3,2,2,4,
MAR-02097,South America,Brazil,Logistics-Trucking,On-site,Male,45.9,23.9,Junior,3,3,3,3,5,3,4,3,2,3,3,3,2,4,3,2,3,4,4,2,
MAR-02098,South America,Colombia,Logistics-Trucking,On-site,Male,29.8,6.8,Junior,3,2,3,4,3,3,3,5,2,3,3,2,4,2,3,3,3,2,3,3,
MAR-02099,South America,Colombia,IT,Remote,Male,50.5,21.5,Senior,4,4,5,3,4,3,5,3,3,4,3,3,4,4,3,3,4,4,3,3,
MAR-02100,North America,Canada,Operations-Ports,On-site,Male,41.5,19.5,Executive,1,4,3,3,3,3,5,2,3,4,3,4,3,4,4,4,3,5,2,3,"IT systems are adequate but aging in some operational areas. Career growth discussions happen but follow-through on promised timelines is uneven. The team is good, though cross-border alignment can be slow."
MAR-02101,South America,Colombia,Operations-Ports,On-site,Female,40.9,16.9,Senior,2,4,4,3,4,2,4,4,3,4,3,4,3,3,4,3,4,2,4,3,
MAR-02102,North America,Mexico,Operations-Ports,On-site,Male,32.9,9.9,Junior,4,2,3,3,5,3,4,4,4,3,5,5,4,3,3,4,3,4,2,3,
MAR-02103,North America,USA,Maritime-Crew,Offshore/Vessel,Female,29.2,3.2,Senior,4,4,3,3,1,2,3,5,3,3,4,3,2,3,3,3,3,4,4,2,
MAR-02104,North America,USA,HR,On-site,Female,37.4,12.4,Senior,3,3,3,3,3,3,3,4,2,3,4,4,5,3,4,4,4,3,4,4,
MAR-02105,South America,Colombia,Operations-Ports,On-site,Male,28.1,3.1,Senior,3,2,4,3,4,3,3,3,3,5,2,1,3,5,3,4,3,2,3,3,
MAR-02106,South America,Peru,Logistics-Trucking,On-site,Male,37.8,12.8,Senior,3,3,4,3,3,3,4,3,4,4,3,3,3,2,3,4,3,3,3,4,
MAR-02107,North America,Mexico,Maritime-Crew,Offshore/Vessel,Male,45.6,20.6,Mid,3,3,2,4,3,4,2,5,4,3,3,3,3,4,3,3,4,4,3,4,
